,nightTemp2,mornTemp2,peak,superPeak,superIdx,preheatPeak,totalUsage,nightUsage,pumpTime,conEdPeak,conEdIdx,valid_days,winter_season
12/23/13,63.91538462,61,18.8,4.2,7.25,2,84.7,1.99,6.5,3.7,7.25,TRUE,3
12/24/13,43.94,34.275,29.4,29.4,6.75,19.8,270.05,2.81,6.5,26.8,7,TRUE,3
12/25/13,27.59166667,19.225,30,11,7,5.6,187.1,6.56,0,9.8,7,TRUE,3
12/26/13,29.90625,31.34,31.8,31.8,6.75,26.8,347.9,6.52,6.5,31.2,7,TRUE,3
12/27/13,33.625,32.275,30.2,29,7,30.2,366.9,5.6,5.5,28.4,7.25,TRUE,3
12/28/13,38.13333333,37.725,43.4,43.4,8.5,7,231.85,5.31,2,36.6,8.75,FALSE,3
12/29/13,48.63333333,46.225,10,5.6,10.75,2.4,77.25,3.17,0.25,3.9,10.75,FALSE,3
12/30/13,42.37727273,42.275,35.6,26.2,7,35.6,274.7,2.2,5.25,24.9,7.25,TRUE,3
12/31/13,24.65,22.45,34.2,34.2,7,33.8,477.05,10.84,5.5,32.9,7,TRUE,3
1/1/14,27.28333333,25.8,24.8,6.6,6.5,6.6,223.8,6.2,5.25,6.5,9,TRUE,3
1/2/14,31.65,27.33333333,34.6,34.6,6.75,29.8,368.9,6.17,6.5,32.4,7,TRUE,3
1/3/14,17.38333333,10.675,35.4,34.2,6,35.4,587.2,16.01,5.5,32.7,9.5,TRUE,3
1/4/14,10.72,11.675,34.6,32.8,8.5,32.8,662.55,32.67,0.75,32.6,8.75,FALSE,3
1/5/14,27.81666667,29.45,15.6,14.8,10.75,6.6,211.9,6.33,1,14.1,10.75,FALSE,3
1/6/14,44.19090909,53.525,19.8,18.6,6.75,5.2,262.5,2.59,6.5,18.1,7,TRUE,3
1/7/14,22.325,4.725,34.8,33.4,6.25,29,599.35,29.03,2.25,32.5,6.25,TRUE,3
1/8/14,9,9.25,34.6,34.6,7.75,31.2,735.6,30.41,6.5,34.4,8,TRUE,3
1/9/14,21.6,22.45,35.8,35.8,7,29.6,478.3,10.02,5.5,33.2,7.25,TRUE,3
1/10/14,30.48461538,32.32222222,30,28.8,7.25,28.8,421.05,6.57,5.5,27.5,7.5,TRUE,3
1/11/14,37.48965517,51.62,27,27,8,2.8,255.45,3.15,6.25,22.5,8.25,FALSE,3
1/12/14,53.65217391,44.325,9.8,8,9.5,2.6,92.6,2.41,2,5.9,9.75,FALSE,3
1/13/14,38.90833333,38.95,30.6,25.8,7.25,30.6,239.25,2.75,5.25,23.3,7.5,TRUE,3
1/14/14,49.21818182,48.725,18,17.6,9,2.4,234,2.38,6.5,17.5,9,TRUE,3
1/15/14,44.00833333,39.65,24.2,24.2,7.25,14.8,281.6,2.45,5.5,21.8,7.5,TRUE,3
1/16/14,40.55,39.2,24,24,7,2.6,305.2,2.59,6,23.9,7.25,TRUE,3
1/17/14,35.25833333,34.25,30.6,30.6,7.25,16.4,335.65,5.59,5.75,28.7,7.25,TRUE,3
1/18/14,39.5,37.4,23,13.6,8.5,2.6,203.85,2.73,23.75,12.6,8.75,FALSE,3
1/19/14,29,25.25,17.8,8.2,10.75,6.2,154.1,5.58,0.25,6.6,10.75,FALSE,3
1/20/14,36.01538462,37.85,24.4,24.4,7.75,3.6,293.55,3.53,6.5,22.9,8,TRUE,3
1/21/14,34.55,25.25,37,30,9.75,37,423.05,6.71,5.5,29.7,10,TRUE,3
1/22/14,12.2,7.7,37.8,36.8,6,37.8,786.9,32.52,4,36.1,6.25,TRUE,3
1/23/14,11.45,9.05,35,35,8.75,29.4,705.8,28.95,0.25,34.9,9,TRUE,3
1/24/14,15.30909091,10.85,35.2,35.2,8.5,26.8,671.7,26.92,1.25,35,8.5,TRUE,3
1/25/14,18.05,21.65,35.2,35.2,8,7.2,407.75,7.42,23.75,26.6,10,FALSE,3
1/26/14,23.42,18.025,31,29,9.75,7.8,309,7.01,0,26.7,9.75,FALSE,3
1/27/14,31.44545455,39.175,28.4,25.2,7,28.4,360.3,4.82,5.5,24.4,7.25,TRUE,3
1/28/14,21.91818182,13.45,39.8,39.8,7,31.6,490.95,7.71,6.5,38,7.25,TRUE,3
1/29/14,16.51666667,14,38.8,38.8,6.75,35.8,508.55,8.77,6.5,36.2,7,TRUE,3
1/30/14,18.825,17.8,35,35,7,30.4,494.1,8.4,5.5,31.8,9,TRUE,3
1/31/14,26.41666667,28.225,33,28.8,8.5,33,441.45,10.48,5.5,28.4,8.75,TRUE,3
2/1/14,37.15,37.25,36.6,36.6,8,3,275.1,3.07,23.75,24.5,8,FALSE,3
2/2/14,40.89,41.175,19.4,19.4,7.5,2.8,159.65,2.48,3.25,15.9,7.75,FALSE,3
2/3/14,42.58333333,32.78571429,37.6,24.8,9.5,37.6,329.05,2.59,5.25,24.7,9.75,TRUE,3
2/4/14,27.24615385,23.55,34.4,32.6,7,34.4,406.5,6.9,5.5,31.7,7.25,TRUE,3
2/5/14,31.07272727,31.45,31.2,27.2,7,31.2,420.15,6.6,5.5,27,7.25,TRUE,3
2/6/14,30.60833333,22.375,35,31,7,35,414.9,6.64,5.25,30.7,7.25,TRUE,3
2/7/14,26.58181818,24.325,33.4,29.2,8.5,33.4,428.1,7.45,5.5,29.1,8.5,TRUE,3
2/8/14,27.65833333,21.45,34.6,34.6,9.25,8.4,361.75,7.79,23.75,31.7,9.5,FALSE,3
2/9/14,25.34166667,21.45,15,12.2,10.75,7,204.15,6.72,0.5,12.1,10.75,FALSE,3
2/10/14,26.17241379,21.225,34.6,34.6,7,30,439.75,8.02,6.5,34.3,7,TRUE,3
2/11/14,22.58333333,17.05,38,38,6.75,36,482.1,8.5,6.5,35.1,7,TRUE,3
2/12/14,18.675,14.225,44.2,35.4,7.5,44.2,516,8.46,5.5,34.5,7.75,TRUE,3
2/13/14,24.63,30,38.6,28.6,9,38.6,453.25,7,5.5,28.6,9.25,TRUE,3
2/14/14,33.36296296,32.66666667,27.2,25,8,27.2,401.2,6.72,5.5,25,8.25,TRUE,3
2/15/14,37.21666667,35.775,30.8,30.8,8,2.6,275.05,2.9,23.75,25.5,8.25,FALSE,3
2/16/14,29.63333333,21.675,16.4,16,10.5,7.8,245.75,7.82,0,15,10.75,FALSE,3
2/17/14,22.61,18.25,36.6,36.6,7,21.2,425.6,8.36,6.5,35,7.25,TRUE,3
2/18/14,29.45,27.99,29.4,27,7,29.4,398.5,6.61,5.5,26.7,7,TRUE,3
2/19/14,35.71666667,36.775,26.2,25.8,7,26.2,340,6.77,5.5,25.7,7,TRUE,3
2/20/14,42.06666667,39.225,28.8,28.8,6.25,2.4,266.95,2.42,6,24.6,7.25,TRUE,3
2/21/14,38.25454545,36,26.2,26.2,7,14,298.15,2.32,5.75,25.3,7.25,TRUE,3
2/22/14,43.71666667,41.55,37,37,8,2.4,199.6,2.28,23.75,26.5,8.25,FALSE,3
2/23/14,48.83333333,44.325,3.4,2.4,6.25,2.4,56.45,2.23,0.25,2.4,7,FALSE,3
2/24/14,45.925,35.025,29.8,29.8,6,18.6,253.85,2.23,5.75,25.1,8.5,TRUE,3
2/25/14,28.18333333,24.825,30.2,30.2,7,24,402.15,6.7,5.5,29.6,7.25,TRUE,3
2/26/14,27.825,26.55,32,32,7.25,24.2,413.4,6.71,5.5,30.4,7.5,TRUE,3
2/27/14,21.45,24,31.4,31.4,7,27.4,439.3,7.8,5.5,30.1,7.25,TRUE,3
2/28/14,16.8,10.5,43.2,43.2,6.75,25.6,472,8.95,6.5,36.8,7,TRUE,3
3/1/14,21.375,23.275,31.4,31.4,9,7.8,331.7,7.44,1.5,31.1,9,FALSE,3
3/2/14,36.02,36.5,18.8,14.8,9.5,4.2,158.05,4.4,23.75,12.5,9.5,FALSE,3
3/3/14,31.14285714,21.41666667,40.4,39.8,7,30.2,390.15,10.91,0.25,36.1,7,TRUE,3
3/4/14,17.96666667,14.225,37,37,7,27.6,524.15,9.64,6.5,35.9,7.25,TRUE,3
3/5/14,28.3,29.45,31,28.6,7.25,28.6,415.15,7.79,5.5,27.4,7.25,TRUE,3
3/6/14,25.9,16.775,38.6,38.6,7,29.6,459.9,8.9,5.25,35.9,7.25,TRUE,3
3/7/14,27.30769231,28.5,30,30,7.25,22.4,434.25,7.72,5.5,29.6,7.5,TRUE,3
3/8/14,36.20666667,37,35.2,35.2,8,2.4,226.85,2.45,23.75,24.3,8.25,FALSE,3
3/9/14,45.25454545,37.475,15.4,15.4,9.25,2.4,109.8,2.275,6.5,14.3,9.5,FALSE,3
3/10/14,39.46666667,37.56,41.8,25.4,7.25,41.8,247.7,2.4,5,24.5,7.5,TRUE,3
3/11/14,46.975,48.725,22.8,22.8,7,2.8,189.75,2.39,6.5,22.1,7.25,TRUE,3
3/12/14,56.825,46.2,21.6,21.6,7,2.2,169,2.28,6.5,18,9.25,TRUE,3
3/13/14,44.98214286,19.225,46,37,6.75,8.8,345.85,8.64,1.5,34.4,7,TRUE,3
3/14/14,23.15,25.3,31,31,7,16.6,415.45,8.22,5.5,29.6,7.25,TRUE,3
3/15/14,43.45,48.45,29,29,8,2.6,186.1,2.52,0.25,23.8,8.25,FALSE,3
3/16/14,45.75833333,31.45,44.6,44.6,6.75,2.6,176.75,2.29,6.5,27.6,7,FALSE,3
3/17/14,30.43333333,23.825,32.6,32.6,7,27.2,376.75,7.97,5.25,30.4,7.25,TRUE,3
3/18/14,31.35,28.725,28.8,28.8,7.25,27.4,391.85,8.76,5.5,27.8,7.5,TRUE,3
3/19/14,35.025,33.775,34.2,27.6,8,34.2,342.05,6.52,4.5,27.6,8.25,TRUE,3
3/20/14,42.44,42.32857143,25.6,25.6,6,4.6,266.75,2.3,5.75,21.6,8,TRUE,3
3/21/14,43.38333333,39.225,27.4,27.4,7,2.6,255.2,2.31,6.25,25.8,7.25,TRUE,3
3/22/14,44.7,43.8,23.2,21.6,8,2.4,210.4,2.25,23.75,18.8,8.25,FALSE,3
3/23/14,47.84166667,39,16.8,16.8,9.25,2.4,117.75,2.23,1,14.1,9.5,FALSE,3
3/24/14,29.49166667,22.225,34,34,7,26.8,365.5,7.58,5.5,32.7,7.25,TRUE,3
3/25/14,29.475,29.5,28.4,28.4,7,11,394.9,7.43,5.75,28.3,7.25,TRUE,3
3/26/14,34.14166667,32.55,29.6,28.4,7.5,14.8,387.3,7.13,5,28,7.75,TRUE,
3/27/14,26.60833333,23.225,33.8,33.8,7.5,9.2,414.15,8.52,6.5,32.4,7.5,TRUE,
3/28/14,39.54166667,46,34.6,34.6,7,2.6,267.95,2.45,6.5,29.9,7,TRUE,
3/29/14,57.93846154,49.725,15.8,15.8,8.5,2.2,147.5,2.27,23.75,14,8.75,FALSE,
3/30/14,44.93846154,45.96666667,13.4,13.4,9.25,2.4,123.3,2.23,23.75,12.3,9.5,FALSE,
3/31/14,40.38823529,37,40.6,40.6,6.5,2.4,271.15,2.26,6.25,34.8,6.75,TRUE,
4/1/14,44.825,40,39.8,39.8,6.75,2.4,242.7,2.3,6.5,32.6,7,TRUE,
4/2/14,47.425,43.4,30,30,7,2.4,254.5,2.27,6.5,26.2,7,TRUE,
4/3/14,50.60833333,47.45,27.8,27.8,7,2.4,208,2.27,6.5,25.1,7.25,TRUE,
4/4/14,49.20714286,43,25,25,7,2.4,240.95,2.34,6.5,24.4,7,TRUE,
4/5/14,40.58095238,42.85714286,26.8,26.8,8.25,2.4,189.05,2.42,23.75,19.7,8.5,FALSE,
4/6/14,42.73333333,37.25,14.6,14.6,9.5,2.4,85.9,2.27,3,12.4,9.5,FALSE,
4/7/14,48.31666667,45.5,31.4,25.6,6.5,2.4,197.9,2.22,6.25,21.3,9,TRUE,
4/8/14,45.64722222,49.52857143,22.6,22.6,7.25,2.4,195.1,2.41,6.5,22.4,7.25,TRUE,
4/9/14,51.83333333,46,30.6,30.6,7,2.4,170.65,2.26,6.5,26.7,7.25,TRUE,
4/10/14,48.75833333,46.275,23,23,7,2.4,183,2.29,6.5,22.3,7.25,TRUE,
4/11/14,56.20833333,57.5,17.6,17.6,7.25,2.4,146.5,2.31,6.5,16.6,7.25,TRUE,
4/12/14,59.2875,51.825,5.6,5.6,9,2.2,57.45,2.03,23.75,4.7,9.25,FALSE,
