custID2	custName2	Textbox11	Textbox14	Group1	Textbox37	Textbox38	meternum	datetimeread	kwh	kw
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	4:45 AM	3	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	5:00 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	5:15 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	5:30 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	5:45 AM	4	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	6:00 AM	4	16
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	6:15 AM	3	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	6:30 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	6:45 AM	4	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	7:00 AM	3	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	7:15 AM	5	16
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	7:30 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	7:45 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	8:00 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	8:15 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	8:30 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	8:45 AM	7	24
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	9:00 AM	6	26
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	9:15 AM	7	26
