345 Park - Steam - Total		
Date/Time	MLbs/Hr	Status
12/07/2010 00:30	5.33	
12/07/2010 00:45	6.44	
12/07/2010 01:00	5.94	
12/07/2010 01:15	5.6	
12/07/2010 01:30	7.74	
12/07/2010 01:45	6.5	
12/07/2010 02:00	5.57	
12/07/2010 02:15	5.5	
12/07/2010 02:30	5.32	
12/07/2010 02:45	5.05	
12/07/2010 03:00	5.23	
12/07/2010 03:15	4.84	
12/07/2010 03:30	5.27	
12/07/2010 03:45	5.45	
12/07/2010 04:00	5.13	
12/07/2010 04:15	7.6	
12/07/2010 04:30	10.68	
12/07/2010 04:45	10.99	
12/07/2010 05:00	11.33	
12/07/2010 05:15	8.4	
12/07/2010 05:30	10.15	
12/07/2010 05:45	19.22	
12/07/2010 06:00	5.84	
12/07/2010 06:15	6.73	
12/07/2010 06:30	17.91	
12/07/2010 06:45	20.71	
12/07/2010 07:00	18.35	
12/07/2010 07:15	16.52	
12/07/2010 07:30	17.29	
12/07/2010 07:45	16.19	
12/07/2010 08:00	16.8	
12/07/2010 08:15	16.64	
12/07/2010 08:30	16.65	
12/07/2010 08:45	16.3	
12/07/2010 09:00	16.99	
12/07/2010 09:15	15.96	
12/07/2010 09:30	16.14	
12/07/2010 09:45	15.64	
12/07/2010 10:00	16.07	
12/07/2010 10:15	17.53	
12/07/2010 10:30	16.56	
12/07/2010 10:45	16.45	
12/07/2010 11:00	14.2	
12/07/2010 11:15	15.78	
12/07/2010 11:30	16.79	
12/07/2010 11:45	17.55	
12/07/2010 12:00	16.9	
12/07/2010 12:15	17.19	
12/07/2010 12:30	18.36	
12/07/2010 12:45	18.	
12/07/2010 13:00	17.53	
12/07/2010 13:15	17.17	
12/07/2010 13:30	17.03	
12/07/2010 13:45	17.14	
12/07/2010 14:00	16.67	
12/07/2010 14:15	16.2	
12/07/2010 14:30	16.19	
12/07/2010 14:45	15.9	
12/07/2010 15:00	15.6	
12/07/2010 15:15	15.61	
12/07/2010 15:30	16.07	
12/07/2010 15:45	15.94	
12/07/2010 16:00	16.22	
12/07/2010 16:15	16.62	
12/07/2010 16:30	15.85	
12/07/2010 16:45	6.38	
12/07/2010 17:00	8.29	
12/07/2010 17:15	16.23	
12/07/2010 17:30	15.51	
12/07/2010 17:45	14.82	
12/07/2010 18:00	15.04	
12/07/2010 18:15	14.6	
12/07/2010 18:30	14.83	
12/07/2010 18:45	14.98	
12/07/2010 19:00	14.82	
12/07/2010 19:15	9.15	
12/07/2010 19:30	6.49	
12/07/2010 19:45	7.38	
12/07/2010 20:00	7.67	
12/07/2010 20:15	7.64	
12/07/2010 20:30	8.13	
12/07/2010 20:45	7.95	
12/07/2010 21:00	7.81	
12/07/2010 21:15	5.59	
12/07/2010 21:30	2.42	
12/07/2010 21:45	2.69	
12/07/2010 22:00	2.72	
12/07/2010 22:15	2.72	
12/07/2010 22:30	2.78	
12/07/2010 22:45	2.75	
12/07/2010 23:00	2.67	
12/07/2010 23:15	2.62	
12/07/2010 23:30	2.7	
12/07/2010 23:45	2.83	
12/08/2010 00:00	5.87	
12/08/2010 00:15	4.45	
12/08/2010 00:30	3.81	
12/08/2010 00:45	3.42	
12/08/2010 01:00	3.62	
12/08/2010 01:15	3.57	
12/08/2010 01:30	3.6	
12/08/2010 01:45	3.5	
12/08/2010 02:00	5.83	
12/08/2010 02:15	7.68	
12/08/2010 02:30	4.85	
12/08/2010 02:45	3.48	
12/08/2010 03:00	3.6	
12/08/2010 03:15	5.53	
12/08/2010 03:30	5.33	
